time	marker	pupilArea	pupilDiam	pupilDiam_mm	centroid.x	centroid.y	rect.w	rect.h	huMoments[0]
14.7667	0	8984	106.952	5.90897	281	82	119	94	0.163572
14.8	0	9012	107.119	5.91817	282	81	120	94	0.163507
14.8333	0	9012	107.119	5.91817	282	81	120	94	0.163507
14.8667	0	9012	107.119	5.91817	282	81	120	94	0.163507
14.9	0	9015	107.137	5.91915	282	81	118	95	0.163267
14.9333	0	9015	107.137	5.91915	282	81	118	95	0.163267
14.9667	0	9015	107.137	5.91915	282	81	118	95	0.163267
15	0	9066	107.439	5.93587	282	81	120	95	0.163442
15.0333	0	9066	107.439	5.93587	282	81	120	95	0.163442
15.0667	0	9066	107.439	5.93587	282	81	120	95	0.163442
15.1	0	9088	107.57	5.94307	281	81	120	94	0.163518
15.1333	0	9089	107.575	5.9434	281	81	120	94	0.163509
15.1667	0	9089	107.575	5.9434	281	81	120	94	0.163509
15.2	0	9246	108.501	5.99451	282	81	121	97	0.163219
15.2333	0	9247	108.506	5.99483	282	81	121	97	0.163226
15.2667	0	9247	108.506	5.99483	282	81	121	97	0.163226
15.3	0	9267	108.624	6.00131	282	81	121	98	0.163072
15.3333	0	9269	108.635	6.00196	282	81	121	98	0.163062
15.3667	0	9269	108.635	6.00196	282	81	121	98	0.163062
15.4	0	9317	108.916	6.01748	282	82	120	98	0.162678
15.4333	0	9318	108.922	6.0178	282	82	120	98	0.162674
15.4667	0	9318	108.922	6.0178	282	82	120	98	0.162674
15.5	0	9320	108.934	6.01845	282	82	121	98	0.162879
15.5333	0	9319	108.928	6.01813	282	82	121	98	0.162878
15.5667	0	9319	108.928	6.01813	282	82	121	98	0.162878
15.6	0	9351	109.115	6.02845	281	82	120	97	0.162636
15.6333	0	9351	109.115	6.02845	281	82	120	97	0.162636
15.6667	0	9351	109.115	6.02845	281	82	120	97	0.162636
15.7	0	9109	107.694	5.94993	283	83	117	98	0.161844
15.7333	0	9109	107.694	5.94993	283	83	117	98	0.161844
15.7667	0	9109	107.694	5.94993	283	83	117	98	0.161844
15.8	0	9109	107.694	5.94993	283	83	117	98	0.161844
15.8333	0	9339	109.045	6.02458	282	82	120	98	0.163108
15.8667	0	9342	109.062	6.02555	282	82	120	98	0.1631
15.9	0	9310	108.875	6.01522	283	82	121	100	0.161829
15.9333	0	9313	108.893	6.01619	283	82	121	100	0.161832
15.9667	0	9313	108.893	6.01619	283	82	121	100	0.161832
16	0	9313	108.893	6.01619	283	82	121	100	0.161832
16.0333	0	9198	108.219	5.97893	284	83	119	100	0.162092
16.0667	0	9207	108.272	5.98185	284	83	119	100	0.162131
16.1	0	9465	109.778	6.06509	282	82	122	98	0.162929
16.1333	0	9465	109.778	6.06509	282	82	122	98	0.162929
16.1667	0	9465	109.778	6.06509	282	82	122	98	0.162929
16.2	0	9465	109.778	6.06509	282	82	122	98	0.162929
16.2333	0	9560	110.328	6.09545	282	82	122	99	0.162662
16.2667	0	9560	110.328	6.09545	282	82	122	99	0.162662
16.3	0	9560	110.328	6.09545	282	82	122	99	0.162662
16.3333	0	9614	110.639	6.11264	282	82	124	98	0.163082
16.3667	0	9615	110.645	6.11296	282	82	124	98	0.163064
16.4	0	9615	110.645	6.11296	282	82	124	98	0.163064
16.4333	0	9458	109.737	6.06284	283	83	121	101	0.162113
16.4667	0	9444	109.656	6.05835	283	83	121	100	0.162194
16.5	0	9444	109.656	6.05835	283	83	121	100	0.162194
16.5333	0	9263	108.6	6.00002	284	83	116	100	0.161162
16.5667	0	9263	108.6	6.00002	284	83	116	100	0.161162
16.6	0	9263	108.6	6.00002	284	83	116	100	0.161162
16.6333	0	9710	111.19	6.14308	282	83	124	102	0.162701
16.6667	0	9709	111.184	6.14277	282	83	124	102	0.162707
16.7	0	9709	111.184	6.14277	282	83	124	102	0.162707
16.7333	0	9678	111.006	6.13295	282	83	124	100	0.163062
16.7667	0	9678	111.006	6.13295	282	83	124	100	0.163062
16.8	0	9678	111.006	6.13295	282	83	124	100	0.163062
16.8333	0	9869	112.096	6.19317	282	82	125	103	0.162578
16.8667	0	9869	112.096	6.19317	282	82	125	103	0.162578
16.9	0	9869	112.096	6.19317	282	82	125	103	0.162578
16.9333	0	9836	111.909	6.18281	282	83	125	101	0.162911
16.9667	0	9817	111.801	6.17684	282	83	125	100	0.163032
17	0	9817	111.801	6.17684	282	83	125	100	0.163032
17.0333	0	9882	112.17	6.19725	282	83	126	102	0.162883
17.0667	0	9883	112.176	6.19756	282	83	126	102	0.162877
17.1	0	9883	112.176	6.19756	282	83	126	102	0.162877
17.1333	0	9753	111.436	6.15667	281	81	125	101	0.165856
17.1667	0	9820	111.818	6.17778	281	81	125	101	0.164152
17.2	0	9820	111.818	6.17778	281	81	125	101	0.164152
17.2333	0	9691	111.081	6.13707	284	83	120	104	0.162268
17.2667	0	9691	111.081	6.13707	284	83	120	104	0.162268
